Date,City,Rep,Store,Prod,Cost,Sale
6/27/2004,Hail,Mjeed,Lulu,Food,1990.1634,5378.82
6/27/2005,Hail,Maliha,Carrefour,Food,3976.5968,4518.86
5/17/2006,Jeddah,Mjeed,Lulu,Home,436.8627,1180.71
11/9/2005,Riyadh,Ghalia,Panda,Home,126.852,144.15
6/24/2005,Jeddah,Mjeed,Carrefour,Home,3189.35045,3411.07
6/12/2006,Dammam,Mjeed,Lulu,Food,3786.494,8805.8
9/21/2004,Abha,Yahia,Lulu,Office,2008.801,3463.45
6/16/2005,Dammam,Abdul,Lulu,Home,4235.8008,4813.41
12/7/2005,Abha,Mjeed,Lulu,Food,4257.4392,6260.94
9/20/2005,Riyadh,Abdul,Othaim,Toys,2832.6726,4801.14
7/9/2004,Hail,Mjeed,Lulu,Office,3273.2656,3719.62
8/1/2004,Dammam,Maliha,Panda,Home,3565.9298,8292.86
8/11/2004,Hail,Ghalia,Lulu,Home,326.7766,883.18
11/23/2005,Jeddah,Ghalia,Lulu,Home,3256.9668,5615.46
10/23/2004,Abha,Yahia,Carrefour,Food,1719.2168,2528.26
1/15/2006,Abha,Abdul,Carrefour,Office,5056.9152,7436.64
8/23/2005,Dammam,Abdul,Carrefour,Home,1107.195,1476.26
7/10/2005,Riyadh,Mjeed,Lulu,Office,8429.3264,9578.78
10/14/2004,Hail,Maliha,Lulu,Toys,185.8712,273.34
10/31/2005,Abha,Mjeed,Othaim,Food,3160.458,7023.24
5/7/2005,Riyadh,Abdul,Carrefour,Home,3897.718,7086.76
6/3/2005,Jeddah,Mjeed,Othaim,Food,4050.4581,9419.67
7/3/2005,Riyadh,Maliha,Panda,Food,1598.1743,4319.39
3/2/2006,Hail,Mjeed,Carrefour,Office,1850.7735,4112.83
3/21/2006,Dammam,Ghalia,Othaim,Toys,2464.9075,4481.65
12/31/2004,Jubail,Ghalia,Carrefour,Toys,8667.1728,9849.06
3/23/2005,Hail,Maliha,Lulu,Home,522.44995,558.77
9/12/2004,Dammam,Yahia,Carrefour,Office,1467.43575,1569.45
4/25/2006,Jubail,Yahia,Lulu,Home,3342.258,7427.24
12/29/2005,Hail,Abdul,Lulu,Home,13.896,30.88
10/17/2005,Jubail,Abdul,Lulu,Office,1850.8362,5002.26
10/10/2004,Riyadh,Ghalia,Lulu,Food,6417.6632,9437.74
4/27/2005,Jeddah,Yahia,Panda,Home,1942.1775,2589.57
9/26/2004,Hail,Mjeed,Panda,Toys,1593.881,3706.7
7/8/2005,Abha,Ghalia,Carrefour,Food,5691.5342,9812.99
11/2/2004,Riyadh,Mjeed,Othaim,Toys,3549.615,4732.82
3/15/2005,Hail,Ghalia,Carrefour,Home,1377.0771,3721.83
1/2/2005,Abha,Abdul,Othaim,Office,1360.41,1813.88
8/20/2005,Riyadh,Maliha,Panda,Food,406.5005,1098.65
2/11/2005,Abha,Ghalia,Carrefour,Food,4673.3074,7920.86
2/19/2006,Riyadh,Ghalia,Othaim,Office,7657.5664,8701.78
3/8/2006,Riyadh,Ghalia,Othaim,Food,4014.9745,9337.15
1/27/2005,Jeddah,Mjeed,Panda,Home,1915.5492,5177.16
8/25/2005,Jubail,Ghalia,Lulu,Home,2596.2075,5769.35
3/15/2005,Hail,Yahia,Othaim,Food,3489.7179,9431.67
10/19/2004,Hail,Ghalia,Othaim,Toys,3251.105,5911.1
8/17/2004,Dammam,Abdul,Othaim,Office,301.335,401.78
2/2/2006,Hail,Ghalia,Othaim,Office,7.4104,12.56
12/28/2005,Hail,Maliha,Carrefour,Food,6404.2725,8539.03
9/8/2004,Hail,Maliha,Othaim,Home,1907.5574,4436.18
1/29/2006,Jeddah,Maliha,Othaim,Office,2809.7498,3005.08
2/25/2006,Jeddah,Abdul,Othaim,Office,1315.10555,1406.53
8/23/2005,Jubail,Ghalia,Carrefour,Food,4906.627,8921.14
9/30/2004,Hail,Abdul,Othaim,Home,2121.6735,4714.83
1/21/2005,Abha,Maliha,Lulu,Home,3070.155,4093.54
6/8/2006,Riyadh,Mjeed,Lulu,Toys,1563.0156,3634.92
4/11/2005,Jeddah,Mjeed,Othaim,Home,139.9451,378.23
1/12/2005,Dammam,Ghalia,Panda,Toys,3836.5085,6975.47
8/1/2005,Hail,Maliha,Lulu,Food,1375.0212,2022.09
11/30/2004,Jeddah,Abdul,Panda,Office,4760.7908,8208.26
3/3/2006,Riyadh,Yahia,Panda,Office,426.4783,991.81
4/16/2006,Riyadh,Abdul,Othaim,Toys,2350.4616,4052.52
12/6/2004,Abha,Yahia,Carrefour,Home,2226.9456,2530.62
3/12/2006,Hail,Yahia,Carrefour,Toys,3445.1292,9311.16
11/5/2005,Jubail,Yahia,Panda,Office,7261.4696,8251.67
10/20/2005,Jeddah,Ghalia,Panda,Office,5027.1036,8667.42
1/3/2005,Hail,Abdul,Panda,Home,1690.7605,3074.11
7/27/2005,Jeddah,Mjeed,Othaim,Toys,5568.6855,9438.45
9/30/2004,Dammam,Maliha,Carrefour,Home,2896.0212,4993.14
6/10/2006,Riyadh,Yahia,Othaim,Home,2681.739,5959.42
4/30/2005,Hail,Yahia,Lulu,Office,2401.7329,6491.17
3/31/2006,Riyadh,Yahia,Panda,Home,4453.995,5938.66
9/11/2005,Hail,Yahia,Panda,Office,2990.2623,8081.79
7/26/2005,Hail,Abdul,Carrefour,Office,3562.196,6476.72
3/16/2006,Riyadh,Abdul,Lulu,Office,9007.05135,9633.21
5/16/2005,Hail,Ghalia,Panda,Home,2887.7214,4978.83
10/24/2004,Abha,Yahia,Panda,Office,1515.5574,2613.03
9/20/2005,Abha,Abdul,Panda,Toys,4646.177,8010.65
9/6/2004,Dammam,Mjeed,Panda,Office,4774.7205,8681.31
2/7/2006,Jeddah,Abdul,Othaim,Office,4002.675,5336.9
5/18/2006,Dammam,Mjeed,Othaim,Office,5309.238,9653.16
8/6/2005,Riyadh,Ghalia,Panda,Food,769.6148,2080.04
1/9/2006,Jeddah,Maliha,Panda,Toys,2070.557,5596.1
12/9/2004,Jubail,Mjeed,Panda,Home,2607.7049,6064.43
12/18/2004,Dammam,Mjeed,Othaim,Office,1826.6172,3149.34
2/6/2006,Hail,Abdul,Lulu,Food,1549.9744,4189.12
4/17/2005,Dammam,Maliha,Lulu,Toys,4714.631,7990.9
6/7/2006,Jubail,Maliha,Lulu,Home,1155.048,1698.6
2/9/2005,Dammam,Ghalia,Othaim,Home,7362.1875,9816.25
1/8/2005,Dammam,Maliha,Othaim,Toys,1513.2656,1719.62
9/28/2004,Riyadh,Mjeed,Lulu,Toys,3581.3565,7958.57
12/25/2005,Hail,Maliha,Carrefour,Food,5914.3986,6325.56
1/31/2006,Abha,Yahia,Lulu,Office,568.5276,836.07
6/4/2005,Jeddah,Ghalia,Carrefour,Office,3178.329,5778.78
2/21/2006,Dammam,Abdul,Panda,Office,1860.2527,5027.71
2/4/2006,Jeddah,Yahia,Othaim,Home,217.49035,232.61
2/10/2006,Hail,Ghalia,Othaim,Toys,178.7475,238.33
7/20/2005,Abha,Maliha,Carrefour,Office,983.025,1310.7
1/6/2006,Jubail,Yahia,Panda,Office,8136.26715,8701.89
5/28/2005,Abha,Maliha,Panda,Home,3591.7915,6530.53
2/8/2005,Riyadh,Maliha,Panda,Toys,1936.7625,2582.35
5/2/2006,Abha,Ghalia,Othaim,Food,2420.244,5378.32
1/3/2006,Dammam,Maliha,Othaim,Food,4448.6904,5055.33
3/18/2005,Jeddah,Mjeed,Othaim,Food,6938.7659,7421.14
7/15/2004,Riyadh,Yahia,Carrefour,Food,5481.2945,9965.99
3/1/2005,Hail,Yahia,Carrefour,Office,2122.8412,4936.84
8/1/2004,Riyadh,Maliha,Panda,Office,534.5754,906.06
1/5/2006,Hail,Maliha,Lulu,Food,849.0645,1886.81
5/25/2005,Abha,Ghalia,Othaim,Home,4315.6025,7846.55
5/19/2005,Dammam,Yahia,Carrefour,Home,589.887,1310.86
6/16/2006,Dammam,Yahia,Lulu,Toys,1835.8972,3165.34
8/10/2005,Hail,Maliha,Panda,Toys,346.7184,509.88
5/9/2005,Dammam,Maliha,Carrefour,Home,1858.3439,4321.73
10/15/2004,Hail,Ghalia,Panda,Food,353.8348,599.72
1/1/2006,Jubail,Maliha,Carrefour,Toys,429.2175,572.29
1/19/2005,Jeddah,Mjeed,Carrefour,Office,4427.9618,7505.02
7/19/2004,Riyadh,Abdul,Panda,Toys,1333.305,2962.9
6/23/2004,Riyadh,Yahia,Panda,Food,1707.8127,4615.71
6/16/2005,Riyadh,Abdul,Carrefour,Office,3398.3272,4997.54
11/21/2005,Riyadh,Abdul,Carrefour,Food,1768.9536,3049.92
7/24/2004,Dammam,Abdul,Lulu,Office,4232.2455,9404.99
7/13/2005,Dammam,Yahia,Carrefour,Home,5510.954,9340.6
2/28/2006,Abha,Yahia,Lulu,Toys,213.4219,496.33
7/15/2004,Jeddah,Ghalia,Othaim,Toys,1049.9699,1779.61
6/19/2005,Dammam,Ghalia,Othaim,Office,4611.6785,8384.87
9/18/2005,Jeddah,Mjeed,Panda,Home,3338.9505,7419.89
1/2/2005,Jeddah,Mjeed,Carrefour,Toys,1373.6816,2020.12
11/9/2005,Jeddah,Yahia,Lulu,Home,203.685,271.58
9/15/2005,Abha,Abdul,Carrefour,Office,5016.6864,5700.78
7/30/2005,Hail,Ghalia,Othaim,Office,5463.8779,9260.81
7/26/2005,Hail,Ghalia,Carrefour,Toys,4286.4765,9968.55
1/1/2006,Hail,Ghalia,Panda,Food,4341.1787,7357.93
7/18/2004,Jubail,Mjeed,Carrefour,Home,3413.985,4551.98
11/16/2005,Jeddah,Ghalia,Lulu,Office,5142.92075,5500.45
4/27/2005,Abha,Ghalia,Othaim,Home,73.7715,134.13
4/4/2005,Jeddah,Ghalia,Carrefour,Toys,5896.5016,6700.57
12/7/2004,Riyadh,Mjeed,Lulu,Food,2540.1992,2886.59
3/19/2005,Jubail,Ghalia,Carrefour,Toys,1911.2775,2548.37
5/26/2006,Abha,Ghalia,Panda,Toys,5846.415,7795.22
9/11/2005,Hail,Abdul,Panda,Toys,45.6247,77.33
9/15/2005,Dammam,Ghalia,Othaim,Office,4150.4494,7034.66
5/3/2006,Jeddah,Mjeed,Othaim,Toys,2075.59,3773.8
3/11/2006,Abha,Mjeed,Othaim,Toys,3255.3096,4787.22
10/17/2004,Dammam,Ghalia,Panda,Toys,3852.9106,4120.76
10/3/2005,Jubail,Abdul,Othaim,Home,4853.2824,7137.18
3/22/2006,Riyadh,Mjeed,Carrefour,Toys,1828.1824,2077.48
10/29/2005,Riyadh,Abdul,Othaim,Home,2657.6101,7182.73
12/28/2005,Abha,Ghalia,Lulu,Toys,5129.13,6838.84
10/24/2005,Abha,Yahia,Panda,Food,3074.7962,8310.26
7/2/2005,Riyadh,Yahia,Othaim,Office,2727.48,3636.64
5/22/2005,Dammam,Yahia,Lulu,Home,1444.0582,3902.86
9/23/2005,Hail,Ghalia,Carrefour,Home,4440.5185,8073.67
7/15/2005,Abha,Maliha,Othaim,Toys,1908.5475,2544.73
12/26/2005,Jeddah,Ghalia,Panda,Office,8598.60595,9196.37
1/27/2005,Abha,Abdul,Lulu,Food,2050.246,3727.72
9/19/2004,Abha,Maliha,Carrefour,Toys,2145.6072,2438.19
12/29/2004,Abha,Abdul,Panda,Toys,4204.497,9777.9
1/10/2005,Abha,Abdul,Panda,Office,4120.4361,6983.79
2/1/2006,Jubail,Mjeed,Panda,Home,141.7664,208.48
9/4/2004,Abha,Ghalia,Othaim,Office,5842.0824,6638.73
5/1/2006,Jeddah,Maliha,Lulu,Office,3297.0465,7326.77
1/24/2006,Riyadh,Abdul,Lulu,Office,8339.5488,9476.76
11/10/2004,Hail,Maliha,Panda,Home,5467.0049,9266.11
2/3/2005,Abha,Yahia,Othaim,Food,862.8595,2006.65
6/14/2006,Jeddah,Ghalia,Panda,Office,1233.068,2867.6
3/18/2005,Hail,Mjeed,Othaim,Office,1759.8954,4092.78
8/7/2004,Jeddah,Abdul,Carrefour,Toys,799.4546,1378.37
2/9/2005,Abha,Mjeed,Lulu,Office,1835.6528,4268.96
3/31/2005,Hail,Mjeed,Othaim,Food,2899.864,3295.3
6/15/2005,Jeddah,Abdul,Carrefour,Office,3301.635,4402.18
9/6/2004,Riyadh,Mjeed,Panda,Home,826.56805,884.03
4/16/2006,Riyadh,Maliha,Lulu,Office,3494.592,7765.76
10/28/2005,Hail,Maliha,Carrefour,Toys,2044.34945,2186.47
2/23/2005,Abha,Yahia,Othaim,Home,924.2748,2498.04
3/29/2005,Abha,Yahia,Othaim,Food,5290.05,7053.4
12/6/2005,Riyadh,Maliha,Lulu,Office,1518.2025,2024.27
8/7/2005,Jubail,Maliha,Lulu,Office,4037.3689,9389.23
3/20/2006,Hail,Maliha,Carrefour,Home,699.2445,1889.85
9/30/2005,Riyadh,Ghalia,Panda,Food,610.8984,898.38
6/9/2006,Jeddah,Mjeed,Othaim,Food,1381.676,2382.2
6/19/2005,Jeddah,Abdul,Panda,Food,1255.9913,2920.91
1/24/2006,Hail,Mjeed,Panda,Home,7774.04815,8314.49
8/16/2004,Jeddah,Yahia,Panda,Food,4345.56,5794.08
10/9/2004,Jeddah,Mjeed,Lulu,Food,1742.925,2323.9
8/15/2005,Riyadh,Abdul,Othaim,Office,3745.9923,8711.61
5/3/2005,Jubail,Mjeed,Panda,Office,1675.509,3046.38
4/25/2005,Abha,Maliha,Panda,Food,3292.3628,4841.71
6/5/2005,Hail,Maliha,Lulu,Office,246.1836,572.52
6/19/2004,Abha,Yahia,Panda,Office,1517.284,2231.3
5/2/2005,Dammam,Maliha,Othaim,Home,4067.1862,7012.39
8/18/2004,Riyadh,Mjeed,Panda,Toys,4844.0752,7123.64
12/3/2005,Hail,Mjeed,Carrefour,Office,2314.6083,5382.81
2/27/2005,Riyadh,Ghalia,Panda,Office,5707.8208,6486.16
9/1/2005,Jeddah,Ghalia,Lulu,Home,7327.08,9769.44
8/3/2005,Abha,Abdul,Othaim,Food,2838.2706,4893.57
6/10/2006,Abha,Maliha,Lulu,Food,3411.56255,3648.73
2/25/2006,Dammam,Abdul,Lulu,Home,4071.8319,6901.41
5/2/2006,Riyadh,Abdul,Othaim,Office,1775.075,4797.5
7/27/2004,Hail,Ghalia,Carrefour,Food,7078.8476,7570.96
12/4/2005,Jeddah,Maliha,Carrefour,Food,5219.731,5582.6
1/23/2005,Riyadh,Mjeed,Lulu,Office,1700.5384,1932.43
11/3/2004,Jeddah,Ghalia,Carrefour,Toys,1971.5475,2628.73
12/31/2005,Dammam,Mjeed,Carrefour,Office,6969.4713,7453.98
6/9/2006,Abha,Mjeed,Lulu,Office,2478.708,4201.2
7/2/2004,Riyadh,Yahia,Othaim,Toys,899.5974,1551.03
5/19/2005,Abha,Ghalia,Othaim,Home,4965.8156,7302.67
8/25/2004,Dammam,Maliha,Panda,Food,2637.41995,2820.77
11/4/2005,Jeddah,Mjeed,Lulu,Toys,2878.6815,6397.07
3/1/2005,Hail,Maliha,Othaim,Office,1363.1416,2004.62
1/22/2005,Jubail,Yahia,Lulu,Toys,2673.2412,6216.84
10/2/2005,Hail,Abdul,Panda,Office,4428.512,8051.84
6/10/2006,Hail,Abdul,Lulu,Home,2336.3964,5433.48
9/4/2005,Dammam,Mjeed,Othaim,Office,2886.3236,4976.42
11/20/2005,Hail,Ghalia,Carrefour,Home,1531.2128,3560.96
7/2/2004,Riyadh,Yahia,Carrefour,Toys,4467.4575,8122.65
8/18/2004,Abha,Mjeed,Lulu,Home,2575.3365,4682.43
4/23/2005,Hail,Yahia,Lulu,Toys,207.468,305.1
7/14/2005,Jubail,Yahia,Panda,Home,4235.5335,7700.97
3/1/2005,Riyadh,Abdul,Carrefour,Home,2741.958,6093.24
12/29/2005,Riyadh,Yahia,Carrefour,Home,3964.5146,6835.37
4/29/2005,Riyadh,Ghalia,Lulu,Office,2259.7885,3830.15
1/26/2006,Jeddah,Ghalia,Othaim,Food,6225.6312,9155.34
10/5/2004,Jubail,Yahia,Othaim,Home,851.5275,1135.37
4/7/2006,Riyadh,Yahia,Lulu,Toys,3150.2799,8514.27
7/18/2005,Dammam,Ghalia,Carrefour,Office,3885.475,7064.5
5/7/2006,Dammam,Ghalia,Othaim,Toys,5026.5109,8519.51
4/19/2006,Dammam,Ghalia,Carrefour,Food,2382.945,3177.26
9/29/2005,Jeddah,Ghalia,Othaim,Toys,3030.5174,5225.03
1/23/2005,Riyadh,Ghalia,Carrefour,Toys,3497.4842,9452.66
7/10/2005,Riyadh,Yahia,Othaim,Toys,5686.0648,8361.86
1/9/2005,Riyadh,Mjeed,Panda,Home,1205.0756,1772.17
7/16/2004,Abha,Abdul,Panda,Toys,858.4638,1480.11
5/29/2005,Abha,Ghalia,Carrefour,Home,3938.09845,4211.87
12/21/2005,Jeddah,Mjeed,Carrefour,Food,189.2735,511.55
11/29/2004,Riyadh,Abdul,Panda,Toys,2682.0261,6237.27
8/22/2005,Jeddah,Mjeed,Panda,Toys,4442.3175,5923.09
12/6/2004,Dammam,Maliha,Othaim,Toys,54.2875,126.25
5/6/2006,Jubail,Maliha,Panda,Office,1558.413,3463.14
12/11/2005,Abha,Maliha,Carrefour,Office,3140.5782,5414.79
8/10/2004,Hail,Mjeed,Othaim,Food,5710.9874,9846.53
12/26/2004,Riyadh,Mjeed,Othaim,Home,5923.0567,6334.82
2/26/2006,Abha,Yahia,Carrefour,Office,15.062,22.15
10/23/2004,Abha,Abdul,Carrefour,Food,4923.0426,8344.14
9/2/2004,Riyadh,Maliha,Panda,Toys,3759.9415,8744.05
2/24/2005,Jubail,Maliha,Panda,Home,1636.9355,4424.15
8/11/2004,Dammam,Maliha,Othaim,Office,748.4408,1740.56
1/4/2005,Riyadh,Yahia,Lulu,Food,3442.1715,8005.05
2/7/2006,Abha,Maliha,Othaim,Home,2895.18075,3096.45
3/28/2005,Riyadh,Mjeed,Carrefour,Home,5369.4795,9762.69
11/24/2005,Abha,Ghalia,Othaim,Toys,8476.7232,9632.64
8/28/2004,Abha,Abdul,Lulu,Office,5363.1532,7886.99
5/28/2005,Hail,Ghalia,Panda,Toys,2445.4151,6609.23
11/7/2005,Jeddah,Ghalia,Lulu,Office,5885.6925,9975.75
11/19/2004,Dammam,Yahia,Panda,Food,4198.0211,7115.29
7/31/2004,Abha,Yahia,Panda,Toys,6526.0448,7415.96
9/7/2004,Hail,Mjeed,Lulu,Office,1465.875,3257.5
4/12/2005,Jeddah,Yahia,Lulu,Food,4296.4138,7407.61
5/21/2006,Abha,Yahia,Carrefour,Office,3569.8872,4056.69
12/19/2004,Dammam,Mjeed,Lulu,Home,766.8992,1322.24
5/1/2006,Hail,Maliha,Lulu,Home,2081.3032,4840.24
5/8/2005,Jeddah,Yahia,Carrefour,Office,4109.1316,9556.12
12/18/2004,Jeddah,Maliha,Lulu,Toys,2692.7083,7277.59
9/3/2005,Riyadh,Ghalia,Carrefour,Toys,5831.8904,9884.56
12/25/2004,Hail,Ghalia,Panda,Food,2184.3061,5903.53
5/9/2006,Hail,Abdul,Panda,Office,4285.1775,5713.57
5/7/2005,Hail,Mjeed,Panda,Food,2608.936,2964.7
8/17/2004,Jubail,Mjeed,Lulu,Home,3418.536,6215.52
6/4/2005,Dammam,Maliha,Panda,Food,1895.993,3447.26
12/11/2004,Riyadh,Yahia,Othaim,Toys,3413.6274,9226.02
8/22/2004,Riyadh,Maliha,Othaim,Food,3448.9587,9321.51
6/18/2005,Hail,Maliha,Panda,Home,1527.282,3393.96
4/28/2006,Abha,Yahia,Carrefour,Office,3290.584,3739.3
8/12/2005,Abha,Mjeed,Othaim,Toys,6141.74,6979.25
3/31/2006,Hail,Mjeed,Lulu,Food,714.1564,1050.23
10/16/2004,Jubail,Yahia,Panda,Food,3394.8045,7544.01
10/24/2005,Riyadh,Maliha,Othaim,Food,5543.002,9556.9
12/9/2004,Jubail,Abdul,Othaim,Office,2935.0364,4316.23
9/13/2004,Jeddah,Ghalia,Panda,Food,2811.7965,7599.45
1/10/2006,Jubail,Ghalia,Carrefour,Home,4785.209,8700.38
1/10/2006,Dammam,Ghalia,Lulu,Office,5931.3544,8722.58
10/7/2005,Jubail,Maliha,Panda,Home,5117.514,8823.3
2/10/2006,Hail,Yahia,Lulu,Office,1088.6912,2531.84
6/27/2005,Hail,Ghalia,Carrefour,Food,1074.6909,2904.57
7/10/2004,Jeddah,Abdul,Carrefour,Food,4456.278,9902.84
2/6/2006,Hail,Ghalia,Panda,Home,1297.0134,2236.23
5/2/2005,Abha,Yahia,Carrefour,Toys,4384.4175,9743.15
2/25/2005,Abha,Ghalia,Carrefour,Home,1515.2425,4095.25
2/4/2005,Jeddah,Ghalia,Panda,Office,2044.8008,3007.06
4/9/2006,Hail,Abdul,Panda,Food,1786.3472,2029.94
10/7/2004,Dammam,Mjeed,Lulu,Food,3454.6789,9336.97
1/5/2005,Jeddah,Mjeed,Lulu,Office,219.0076,322.07
4/25/2005,Riyadh,Abdul,Othaim,Office,2700.3072,3971.04
4/23/2005,Jubail,Yahia,Carrefour,Food,3671.8541,9923.93
10/17/2004,Jubail,Maliha,Carrefour,Toys,4014.8122,6922.09
8/16/2005,Jubail,Yahia,Panda,Food,2190.5275,5094.25
2/28/2005,Abha,Ghalia,Panda,Office,4939.5375,6586.05
12/10/2004,Dammam,Yahia,Othaim,Office,3043.75225,3255.35
3/8/2005,Abha,Mjeed,Panda,Food,62.325,83.1
12/1/2004,Jubail,Mjeed,Panda,Home,730.538,1238.2
6/8/2006,Jubail,Maliha,Othaim,Home,2605.3515,5789.67
5/12/2006,Hail,Abdul,Othaim,Toys,1122.2567,1902.13
5/20/2005,Dammam,Abdul,Panda,Toys,3636.0838,6269.11
1/21/2006,Jubail,Ghalia,Carrefour,Toys,1438.404,2615.28
7/29/2005,Abha,Ghalia,Lulu,Home,3218.325,5851.5
11/1/2004,Jubail,Mjeed,Carrefour,Home,1283.5119,1372.74
12/27/2004,Dammam,Mjeed,Othaim,Food,4638.9192,6821.94
5/14/2006,Abha,Abdul,Panda,Food,5409.0278,9325.91
1/25/2006,Jeddah,Yahia,Lulu,Toys,517.7645,941.39
2/21/2005,Jubail,Ghalia,Lulu,Toys,131.8767,306.69
9/3/2005,Dammam,Yahia,Carrefour,Toys,3514.2808,5168.06
12/19/2005,Dammam,Mjeed,Othaim,Toys,2986.3084,4391.63
12/4/2005,Dammam,Yahia,Panda,Toys,2741.013,6091.14
1/29/2005,Jeddah,Ghalia,Carrefour,Food,7371.4425,9828.59
6/9/2005,Riyadh,Ghalia,Othaim,Food,5771,9950
10/3/2004,Abha,Yahia,Carrefour,Home,975.0336,2267.52
2/25/2005,Dammam,Yahia,Othaim,Home,3112.8675,4150.49
1/8/2006,Jeddah,Maliha,Carrefour,Office,1194.3855,2654.19
6/24/2004,Jeddah,Mjeed,Carrefour,Toys,1712.0752,1945.54
5/12/2006,Riyadh,Abdul,Carrefour,Office,4764.9842,8215.49
5/27/2005,Abha,Mjeed,Lulu,Food,3352.4146,9060.58
7/13/2004,Abha,Abdul,Lulu,Home,690.3334,1190.23
10/15/2005,Jeddah,Yahia,Othaim,Toys,1509.893,2745.26
6/7/2006,Dammam,Abdul,Lulu,Toys,1569.5121,2660.19
11/29/2004,Dammam,Yahia,Carrefour,Toys,2962.6168,5107.96
3/10/2006,Jeddah,Yahia,Carrefour,Food,2963.2338,8008.74
2/17/2005,Jeddah,Maliha,Carrefour,Food,2266.7966,5271.62
4/26/2006,Hail,Yahia,Lulu,Toys,7054.7752,8016.79
12/21/2005,Jeddah,Yahia,Lulu,Office,2032.7171,5493.83
8/2/2005,Riyadh,Mjeed,Carrefour,Food,3695.7672,9988.56
9/5/2004,Jeddah,Abdul,Carrefour,Food,5486.8231,5868.26
11/17/2004,Dammam,Mjeed,Lulu,Food,3404.2008,3868.41
4/27/2005,Abha,Mjeed,Carrefour,Home,3027.87,4452.75
6/24/2004,Hail,Mjeed,Panda,Office,6180.37805,6610.03
7/5/2005,Abha,Abdul,Lulu,Food,700.90405,749.63
3/2/2006,Dammam,Yahia,Lulu,Office,2916.7138,3119.48
11/19/2005,Riyadh,Ghalia,Othaim,Office,5560.97795,5947.57
9/5/2005,Jubail,Yahia,Panda,Office,3209.3817,5439.63
2/16/2005,Dammam,Maliha,Panda,Toys,5085.1274,8618.86
9/1/2004,Abha,Maliha,Panda,Office,5018.3728,7379.96
7/9/2004,Abha,Yahia,Carrefour,Toys,3034.3885,8201.05
3/18/2006,Abha,Maliha,Panda,Food,3495.945,4661.26
2/10/2005,Abha,Maliha,Lulu,Food,5970.7384,6784.93
7/13/2005,Jeddah,Ghalia,Carrefour,Toys,1612.1085,4357.05
1/2/2005,Jeddah,Ghalia,Panda,Food,2272.1071,6140.83
2/14/2005,Abha,Maliha,Lulu,Toys,5433.78,7245.04
2/10/2006,Jeddah,Maliha,Othaim,Office,3235.2345,7189.41
1/21/2005,Jeddah,Abdul,Lulu,Home,1883.7477,5091.21
9/21/2005,Riyadh,Maliha,Othaim,Toys,4252.094,7731.08
9/30/2005,Jeddah,Maliha,Panda,Toys,947.3233,1013.18
4/2/2005,Abha,Yahia,Othaim,Toys,3064.0884,8281.32
3/14/2005,Abha,Maliha,Panda,Office,3411.815,3649
12/7/2004,Dammam,Maliha,Carrefour,Office,4485.4381,4797.26
12/22/2004,Jeddah,Maliha,Othaim,Home,3654.4376,4152.77
9/17/2005,Jubail,Yahia,Carrefour,Food,1660.4823,4487.79
10/21/2004,Jeddah,Abdul,Othaim,Office,5842.7912,8592.34
9/4/2004,Abha,Yahia,Carrefour,Toys,2356.7913,5480.91
3/14/2005,Riyadh,Abdul,Panda,Food,706.0969,1908.37
6/27/2005,Hail,Mjeed,Othaim,Home,2180.67,2907.56
4/28/2005,Jeddah,Abdul,Lulu,Home,6469.4333,6919.18
11/25/2005,Abha,Maliha,Lulu,Food,4280.7876,9955.32
1/8/2006,Jeddah,Maliha,Othaim,Home,1201.9446,2795.22
7/27/2005,Abha,Ghalia,Carrefour,Toys,1468.2327,2488.53
6/29/2004,Hail,Maliha,Panda,Office,1565.0745,2845.59
1/22/2006,Riyadh,Maliha,Othaim,Toys,1385.8965,3079.77
8/18/2005,Jubail,Ghalia,Othaim,Home,4025.1112,4573.99
5/9/2005,Hail,Yahia,Panda,Food,2723.9468,4696.46
10/24/2004,Jubail,Yahia,Lulu,Home,450.4709,763.51
2/12/2005,Abha,Maliha,Lulu,Toys,1100.8875,1467.85
8/21/2004,Jubail,Abdul,Othaim,Food,2606.7184,2962.18
8/16/2005,Jeddah,Abdul,Lulu,Food,1983.9016,3420.52
8/28/2004,Dammam,Yahia,Carrefour,Home,1901.445,2535.26
6/11/2005,Dammam,Maliha,Panda,Toys,2170.674,4823.72
1/10/2006,Abha,Yahia,Panda,Food,7176.73275,7675.65
2/6/2005,Jubail,Abdul,Carrefour,Toys,5322.3736,7827.02
11/26/2005,Hail,Ghalia,Carrefour,Home,3184.4639,7405.73
9/16/2004,Jeddah,Ghalia,Othaim,Food,828.5928,2239.44
11/1/2005,Abha,Maliha,Othaim,Home,42.4796,62.47
12/30/2004,Abha,Maliha,Panda,Home,2150.9675,5002.25
6/14/2005,Jeddah,Mjeed,Othaim,Home,4333.6535,7879.37
1/27/2005,Riyadh,Maliha,Lulu,Food,4856.2965,5193.9
4/8/2005,Jubail,Mjeed,Othaim,Toys,311.5725,415.43
3/18/2006,Abha,Abdul,Carrefour,Food,2962.5288,4356.66
4/12/2006,Hail,Maliha,Panda,Food,751.7565,1670.57
12/3/2005,Abha,Ghalia,Lulu,Home,2044.5683,3465.37
12/22/2005,Jeddah,Yahia,Lulu,Food,4847.263,8215.7
5/6/2006,Dammam,Ghalia,Lulu,Office,3172.0618,8573.14
